69,Ile.takich.zaznaczonych.wcześniej.porcji.Pan.Pani.spożywa.w.ramach.jednego.typowego.posiłku.,zmn_por,
70,Jak.często.Pan.Pani.je.spożywa.,zmn_czs,
71,Proszę.wybrać.najbardziej.pasujące.zdanie,zmn_oko,
72,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej.,zmn_msc,
73,z.ziemi.luzem,zmn_zlu,
74,myte.luzem,zmn_mlu,
75,z.ziemi.w.worku,zmn_zwo,
76,myte.w.worku,zmn_mwo,
77,Nie.kupuję,zmn_nie,
78,Czy.Pana.Pani.zdaniem.ziemniaki.są.trudne.w.obróbce.,zmn_obr,
79,Czy.Pana.Pani.zdaniem.ziemniaki.nadają.się.do.przygotowania.wielu.potraw.,zmn_pot,
80,Czy.Pana.Pani.zdaniem.ziemniaki.mają.korzystny.wpływ.na.zdrowie.,zmn_zdr,
81,Czy.Pana.Pani.zdaniem.ziemniaki.dostępne.na.polskim.rynku.są.smaczne.,zmn_smc,
82,Czy.Pana.Pani.zdaniem.ziemniaki.dostępne.na.polskim.rynku.mają.dobrą.jakość.,zmn_jak,
83,płatki.ziemniaczane,zmn_pla,
84,mąka.skrobia.ziemniaczana,zmn_skr,
85,chipsy.ziemniaczane,zmn_chi,
86,frytki.ziemniaczane.i.smażone.ziemniaki.w.innych.formach,zmn_fry,
87,pyzy.ziemniaczane,zmn_pyz,
88,żadne.z.wymienionych,zmn_nic,
89,Other.1,zmn_inn,
90,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..1,pmd_cen,
91,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze..1,pmd_zak,
92,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..1,pmd_swz,
93,W.jakim.stopniu.odmiana.pomidorów.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,pmd_odm,
94,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..1,pmd_krj,
95,W.jakim.stopniu.kolor.skórki.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..1,pmd_kol,
96,Jakie.pomidory.Pan.Pani.wybiera.ze.względu.na.smak.,pmd_smk,
97,W.jakim.stopniu.miękkość.pomidorów.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,pmd_mie,
98,W.jaki.sposób.spożywa.je.Pan.Pani.najczęściej..1,pmd_spo,
99,Ile.takich.zaznaczonych.wcześniej.porcji.Pan.Pani.spożywa.w.ramach.jednego.typowego.posiłku..1,pmd_por,
100,Jak.często.Pan.Pani.je.spożywa..1,pmd_czs,
101,Proszę.wybrać.najbardziej.pasujące.zdanie.1,pmd_oko,
102,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..1,pmd_msc,
103,Czy.Pana.Pani.zdaniem.pomidory.są.trudne.w.obróbce.,pmd_obr,
104,Czy.Pana.Pani.zdaniem.pomidory.nadają.się.do.przygotowania.wielu.potraw.,pmd_pot,
105,Czy.Pana.Pani.zdaniem.pomidory.mają.korzystny.wpływ.na.zdrowie.,pmd_zdr,
106,Czy.Pana.Pani.zdaniem.pomidory.dostępne.na.polskim.rynku.są.smaczne.,pmd_smc,
107,Czy.Pana.Pani.zdaniem.pomidory.dostępne.na.polskim.rynku.mają.dobrą.jakość.,pmd_jak,
108,sok.pomidorowy,pmd_sok,
109,koncentrat.pomidorowy,pmd_kon,
110,sos.spaghetti,pmd_sos,
111,ketchup,pmd_ket,
112,dżem.pomidorowy,pmd_dzm,
113,suszone.pomidory,pmd_sus,
114,chipsy.z.pomidorów,pmd_chi,
115,żadne.z.wymienionych.1,pmd_nic,
116,Other.2,pmd_inn,
117,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..2,jbl_cen,
118,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze..2,jbl_zak,
119,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..2,jbl_swz,
120,W.jakim.stopniu.odmiana.jabłek.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,jbl_odm,
121,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..2,jbl_krj,
122,W.jakim.stopniu.kolor.skórki.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..2,jbl_kol,
123,W.jakim.stopniu.miękkość.jabłek.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,jbl_mie,
124,Jakie.jabłka.Pan.Pani.wybiera.ze.względu.na.smak.,jbl_smk,
125,Jak.często.Pan.Pani.je.spożywa..2,jbl_czs,
126,Proszę.wybrać.najbardziej.pasujące.zdanie.2,jbl_oko,
127,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..2,jbl_msc,
128,Czy.Pana.Pani.zdaniem.jabłka.są.trudne.w.obróbce.,jbl_obr,
129,Czy.Pana.Pani.zdaniem.jabłka.nadają.się.do.przygotowania.wielu.potraw.,jbl_pot,
130,Czy.Pana.Pani.zdaniem.jabłka.mają.korzystny.wpływ.na.zdrowie.,jbl_zdr,
131,Czy.Pana.Pani.zdaniem.jabłka.dostępne.na.polskim.rynku.są.smaczne.,jbl_smc,
132,Czy.Pana.Pani.zdaniem.jabłka.dostępne.na.polskim.rynku.mają.dobrą.jakość.,jbl_jak,
133,sok.jabłkowy.100..klarowny,jbl_skl,
134,sok.jabłkowy.100..mętny,jbl_smt,
135,chipsy.jabłkowe,jbl_chi,
136,dżem.konfitura.jabłkowa,jbl_dzm,
137,żadne.z.wymienionych.2,jbl_nic,
138,Other.3,jbl_inn,
139,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..3,pmr_cen,
140,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze..3,pmr_zak,
141,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..3,pmr_swz,
142,W.jakim.stopniu.wielkość.pomarańczy.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,pmr_odm,
143,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..3,pmr_krj,
144,W.jakim.stopniu.kolor.skórki.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..3,pmr_kol,
145,W.jakim.stopniu.miękkość.pomarańczy.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,pmr_mie,
146,Jakie.pomarańcze.Pan.Pani.wybiera.ze.względu.na.smak.,pmr_smk,
147,Jak.często.Pan.Pani.je.spożywa..3,pmr_czs,
148,Proszę.wybrać.najbardziej.pasujące.zdanie.3,pmr_oko,
149,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..3,pmr_msc,
150,Czy.Pana.Pani.zdaniem.pomarańcze.są.trudne.w.obróbce.,pmr_obr,
151,Czy.Pana.Pani.zdaniem.pomarańcze.nadają.się.do.przygotowania.wielu.potraw.,pmr_pot,
152,Czy.Pana.Pani.zdaniem.pomarańcze.mają.korzystny.wpływ.na.zdrowie.,pmr_zdr,
153,Czy.Pana.Pani.zdaniem.pomarańcze.dostępne.na.polskim.rynku.są.smaczne.,pmr_smc,
154,Czy.Pana.Pani.zdaniem.pomarańcze.dostępne.na.polskim.rynku.mają.dobrą.jakość.,pmr_jak,
155,sok.pomarańczowy.100.,pmr_sok,
156,dżem.konfitura.pomarańczowa,pmr_dzm,
157,żadne.z.wymienionych.3,pmr_nic,
158,Other.4,pmr_inn,
159,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..4,mkr_cen,
160,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze..4,mkr_zak,
161,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..4,mkr_swz,
162,W.jakim.stopniu.kształt.makaronu.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,mkr_ksz,
163,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..4,mkr_krj,
164,W.jakim.stopniu.kolor.makaronu.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,mkr_kol,
165,W.jakim.stopniu.marka.producenta.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,mkr_mar,
166,Jak.często.Pan.Pani.je.spożywa..4,mkr_czs,
167,Proszę.wybrać.najbardziej.pasujące.zdanie.4,mkr_cen,
168,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..4,mkr_msc,
169,świderki,mkr_swi,
170,muszelki,mkr_msz,
171,spaghetti,mkr_spg,
172,kokardki,mkr_kok,
173,rurki,mkr_rur,
174,wstążki,mkr_wst,
175,nitki,mkr_nit,
176,Nie.kupuję.1,mkr_nie,
177,Czy.Pana.Pani.zdaniem.makaron.jest.trudny.do.samodzielnego.przygotowania.,mkr_obr,
178,Czy.Pana.Pani.zdaniem.makarony.nadają.się.do.przygotowania.wielu.potraw.,mkr_pot,
179,Czy.Pana.Pani.zdaniem.makarony.mają.korzystny.wpływ.na.zdrowie.,mkr_zdr,
180,Czy.Pana.Pani.zdaniem.makarony.dostępne.na.polskim.rynku.są.smaczne.,mkr_smc,
181,Czy.Pana.Pani.zdaniem.makarony.dostępne.na.polskim.rynku.mają.dobrą.jakość.,mkr_jak,
182,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..5,plt_cen,
183,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze..5,plt_zak,
184,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..5,plt_swz,
185,W.jakim.stopniu.smak.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,plt_smk,
186,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze..5,plt_krj,
187,W.jakim.stopniu.zawartość.błonnika.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,plt_blo,
188,W.jakim.stopniu.marka.producenta.jest.ważna.dla.Pana.Pani.przy.ich.wyborze..1,plt_mar,
189,Jak.często.Pan.Pani.je.spożywa..5,plt_czs,
190,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..5,plt_msc,
191,Kukurydziane,plt_kuk,
192,Miodowe,plt_mio,
193,Czekoladowe,plt_cze,
194,Cynamonowe,plt_cyn,
195,Owsiane,plt_ows,
196,Muesli,plt_mus,
197,Granola,plt_gra,
198,Nie.kupuję.2,plt_nie,
199,Czy.Pana.Pani.zdaniem.płatki.są.trudne.do.samodzielnego.przygotowania.,plt_obr,
200,Czy.Pana.Pani.zdaniem.płatki.nadają.się.do.przygotowania.wielu.potraw.,plt_pot,
201,Czy.Pana.Pani.zdaniem.płatki.mają.korzystny.wpływ.na.zdrowie.,plt_zdr,
202,Czy.Pana.Pani.zdaniem.płatki.dostępne.na.polskim.rynku.są.smaczne.,plt_smc,
203,Czy.Pana.Pani.zdaniem.płatki.dostępne.na.polskim.rynku.mają.dobrą.jakość.,plt_jak,
204,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.jego.wyborze.,pcz_cen,
205,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.jego.wyborze.,pcz_zak,
206,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.jego.wyborze.,pcz_swz,
207,W.jakim.stopniu.rodzaj.pieczywa.jest.ważny.dla.Pana.Pani.przy.jego.wyborze.,pcz_rdz,
208,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.jego.wyborze.,pcz_krj,
209,W.jakim.stopniu.kolor.pieczywa.jest.ważny.dla.Pana.Pani.przy.jego.wyborze.,pcz_kol,
210,W.jakim.stopniu.zawartość.ziaren.jest.ważna.dla.Pana.Pani.przy.jego.wyborze.,pcz_zia,
211,W.jakim.stopniu.zawartość.błonnika.jest.ważna.dla.Pana.Pani.przy.jego.wyborze.,pcz_blo,
212,Jak.często.Pan.Pani.je.spożywa..6,pcz_blo,
213,W.jakim.miejscu.Pan.Pani.kupuje.je.najczęściej..6,pcz_msc,
214,X1.chleb.chrupki,pcz_chr,
215,X1.grahamka,pcz_gra,
216,X1.kajzerka,pcz_kaj,
217,X1.kromka.chleba.baltonowskiego,pcz_bal,
218,X1.kromka..chleba.razowego,pcz_raz,
219,X1.kromka.pumpernikla,pcz_pum,
220,X1.kromka.chleba.litewskiego,pcz_lit,
221,Nie.kupuję.3,pcz_nie,
222,Ile.takich.zaznaczonych.wcześniej.porcji.Pan.Pani.spożywa.w.ramach.jednego.typowego.posiłku..2,pcz_por,
223,W.jakiej.formie.kupuje.Pan.Pani.pieczywo.,pcz_for,
224,Czy.Pana.Pani.zdaniem.pieczywo.jest.trudne.w.samodzielnym.przygotowaniu.,pcz_obr,
225,Czy.Pana.Pani.zdaniem.pieczywo.nadaje.się.do.przygotowania.wielu.potraw.,pcz_pot,
226,Czy.Pana.Pani.zdaniem.pieczywo.ma.korzystny.wpływ.na.zdrowie.,pcz_zdr,
227,Czy.Pana.Pani.zdaniem.pieczywo.dostępne.na.polskim.rynku.jest.smaczne.,pcz_smc,
228,Czy.Pana.Pani.zdaniem.pieczywo.dostępne.na.polskim.rynku.ma.dobrą.jakość.,pcz_jak,
